,ICBC,YILI,ZTE,YUNNAN,SINOPEC
2019-05-31,0.4496772633090682,0.745042846888126,1.3281250375915623,0.790307991473361,0.3876018992546336
2019-06-03,0.44882899648658225,0.742487686971794,1.3263695625592038,0.7878051733486833,0.3875663626886313
2019-06-04,0.4448799084711198,0.7448072494245909,1.3193111625646194,0.7870841409625331,0.38577742240202895
2019-06-05,0.44463041417020227,0.7449142195084187,1.3254864940151996,0.7870802804938221,0.3850324508284252
2019-06-06,0.45640250848619646,0.7649975892312553,1.2910501152805867,0.7974222118312954,0.3889727781583885
2019-06-10,0.3929951803347503,0.8105369259767261,1.2851261873003172,0.8793739099070056,0.39447343242662836
2019-06-11,0.36758581188200257,0.8486036345543162,1.2515097565124509,0.9058547818245277,0.3781077182154431
2019-06-12,0.3686614502777698,0.8571319902123835,1.24809046525022,0.9021875890320209,0.37917944948628124
2019-06-13,0.3618761168906855,0.8522920450179674,1.2873242501673312,0.9039445055730972,0.3783200567103573
2019-06-14,0.36154495509546203,0.8525822402068048,1.295389966796256,0.8889279003856558,0.3787880460151442
2019-06-17,0.36394223877685206,0.8579620617215657,1.282810053773772,0.8902662513997766,0.3801951309626621
2019-06-18,0.3632896428895324,0.8693540094721747,1.2938277308644364,0.8987404205281861,0.37988785815247467
2019-06-19,0.3588013517705146,0.850396201665618,1.2948028893168362,0.8897327453008104,0.3795411171337397
2019-06-20,0.3393873059238849,0.9059648290694549,1.311283469940784,0.8705211315762628,0.3515085861615594
2019-06-21,0.3443756988826995,0.9113401279490241,1.2966120326473671,0.8722314529191042,0.3568506456627758
2019-06-24,0.3450573207645802,0.9134644377180563,1.2899511625707416,0.8758735150643095,0.35238511304174464
2019-06-25,0.34555526087619015,0.8992815722723958,1.2365834171031431,0.8685272301400193,0.34613058758329646
2019-06-26,0.3450081794609766,0.8983876152016663,1.233328046906895,0.8718650312151977,0.3482375284698523
2019-06-27,0.34860714291679445,0.8991034926754373,1.258918925665339,0.8977616077310406,0.34554314595255786
2019-06-28,0.3516113093168214,0.8293630014337579,1.2795834332134852,0.865954587317008,0.3371719999482765
2019-07-01,0.3403353153369384,0.8177465914084804,1.281584889145088,0.8382367452726395,0.32524017257815496
2019-07-02,0.3402177584430274,0.8175792742443736,1.281448505996447,0.8380117479517972,0.32523879974380077
2019-07-03,0.33843239256315644,0.831330588342729,1.2913199707141256,0.8369503112961534,0.3265172280218309
2019-07-04,0.33738347538927904,0.832821414995283,1.287414290008256,0.8389044103925445,0.3225391641157535
2019-07-05,0.3248432697350896,0.8182107180611822,1.337062562001626,0.8216484374326841,0.30548961914449424
2019-07-08,0.32894713849368173,0.8234979451938146,1.3164055934591095,0.8317044558335397,0.30229651175330174
2019-07-09,0.32674235421746256,0.8111079777136353,1.340909052037845,0.8268645520218192,0.3038377681883012
2019-07-10,0.3253351206669934,0.8127970303509804,1.3672253331479212,0.8258125118638215,0.30266249449535754
2019-07-11,0.31931290140151297,0.8326694180245622,1.5226289591423563,0.8394040532680047,0.3008030406692408
2019-07-12,0.3187636730902038,0.8357877637059321,1.5492970308919756,0.841019167457498,0.29295670755819203
2019-07-15,0.31748135506505926,0.8323837102555472,1.552851401268141,0.8396168596304135,0.2936044225988642
2019-07-16,0.31628093568771753,0.8534294978739934,1.5752069192096148,0.8645917264946005,0.2897211731108868
2019-07-17,0.3072732831899798,0.851116130984568,1.586783115405671,0.8780669150799569,0.2853314419971976
2019-07-18,0.30467093939882656,0.8540166598708004,1.6010669330556238,0.8840248988589681,0.2869106609911637
2019-07-19,0.3078935364209812,0.8214514191753493,1.5723126500793319,0.8554533708462064,0.29365216652326576
2019-07-22,0.30621244590946306,0.8167917212517342,1.5587833303996008,0.8483970395823384,0.29595035740216896
2019-07-23,0.3127814391263666,0.7859686789519363,1.554862403269413,0.8318890622514261,0.2945276563711089
2019-07-24,0.3132883516961879,0.7854066902067663,1.5670939480245072,0.8268830951764248,0.29513025290530337
2019-07-25,0.3140457700010496,0.7799306001635827,1.5678422086162698,0.8309903515341616,0.2946136632127677
2019-07-26,0.28284994837665955,0.7726251948800672,1.4620601192446798,0.8531624173209279,0.2898315366535652
2019-07-29,0.2828758571124784,0.7731268673350071,1.4609712095386762,0.8527000987457825,0.2900268416973973
2019-07-30,0.2812347912604465,0.7689160974332773,1.45910863288398,0.8491352551502118,0.289683918265786
2019-07-31,0.2795021354181524,0.7810978403720943,1.409712648254172,0.8513843663521352,0.2881749268461793
2019-08-01,0.2591501699714912,0.7990353474304116,1.4814597229045527,0.9252773183988391,0.3160579765017268
2019-08-02,0.26148411984222686,0.7917579996173321,1.5003636582837103,0.9113950795531223,0.32326547961068974
2019-08-05,0.2701220125522711,0.7842038186845735,1.4763601377455002,0.8973745819602421,0.3315220668798345
2019-08-06,0.26621573395027287,0.8578394045704254,1.4682918140161054,0.8753909890458272,0.3282065228990581
2019-08-07,0.2678352369538955,0.8543262150361386,1.5051508508363995,0.8530062682309207,0.3253764516659746
2019-08-08,0.2661312256956304,0.8317222744934767,1.4890265987978848,0.8508425431196233,0.32344101653877233
2019-08-09,0.2611990569294823,0.8391951094134091,1.5540475116111625,0.8494861492432897,0.31987446696803
2019-08-12,0.2905206810786105,1.0040777502154894,1.5010136999452284,0.7203936609207484,0.2573616207143094
2019-08-13,0.298397791368044,0.983375127241944,1.5155391221096526,0.687201023042335,0.26222274922665306
2019-08-14,0.2917482625023161,0.98669882488521,1.5474432499710855,0.7006846333224519,0.25723245367393033
2019-08-15,0.28244321575074705,0.9625558538387723,1.5634875112165683,0.6088918821372568,0.26081300574116134
2019-08-16,0.26626092844916077,0.9747074074668258,1.4115935871205778,0.6760902535948039,0.2584210990619543
2019-08-19,0.22666462623611563,1.0115610519799034,1.5046294959130124,0.6870516003081809,0.26202283438437224
2019-08-20,0.22708224595288973,1.0090094768025408,1.5070302138179725,0.6830783138895562,0.262625339788351
2019-08-21,0.22259024824964563,0.9882631333215396,1.5508467868276985,0.6821743623048835,0.2658484607837104
2019-08-22,0.21977457802762274,0.9852120940876005,1.5435374795329968,0.6767831347828148,0.2635621010400042
2019-08-23,0.22597612828593652,1.0012778402581604,1.5031772559875396,0.6781112581672728,0.2709946860973008
2019-08-26,0.22560847385983118,0.9976751527033495,1.4923596432742445,0.6171086031452062,0.2696203905154465
2019-08-27,0.22937405051361265,1.004044053136412,1.5100452312458548,0.6144982636569436,0.26923686919897344
2019-08-28,0.23892274594883023,0.9864970597104388,1.535595453344744,0.6185128090481333,0.27062238715104286
2019-08-29,0.23754353291798047,0.9900671322461811,1.5524035726048004,0.6291878096067243,0.27045303224254325
2019-08-30,0.2351974360956665,0.9967872266758173,1.469485721722645,0.6347830665702388,0.27482481497723976
2019-09-02,0.2251094640171195,0.9593011741355686,1.4339457491818677,0.600617012544062,0.2704935675114537
2019-09-03,0.2485963819021963,0.8457330052146174,1.5372439477317537,0.5471189790494324,0.2960082666057492
2019-09-04,0.2552066601621526,0.8305391570365036,1.526917136776998,0.5512591457423888,0.3019458865097897
2019-09-05,0.2559480613939288,0.843191005180505,1.5555451579520962,0.5458901191858674,0.30114086409430757
2019-09-06,0.26235346856162756,0.8677424387856854,1.591402572722318,0.5488308572765213,0.30074071971346844
2019-09-09,0.2604483470908049,0.8775392287583836,1.6532944104517253,0.551504258020714,0.3039601186533272
2019-09-10,0.2606479331344739,0.8653362040572483,1.6494753855739432,0.5377560351205197,0.2989047052735775
2019-09-11,0.24438112779991733,0.8734789700579255,1.6725509610420883,0.5503397653256951,0.28879679620710985
2019-09-12,0.23747045910010325,0.8588991728146909,1.759561176768313,0.5698795958839434,0.2728263631662887
2019-09-16,0.23646625678769334,0.866446001803833,1.7654101827546351,0.5596680888753264,0.25733619432421495
2019-09-17,0.24816485067205732,0.8534689251814203,1.7590349878282154,0.549869097240929,0.2681931204402988
2019-09-18,0.24059388713717736,0.880727356925283,1.7935999083669323,0.5921578407089689,0.263195354906111
2019-09-19,0.2416075049278934,0.882764542694251,1.8049522057667489,0.5936086598463604,0.26780551266485964
2019-09-20,0.23397604995401305,0.8825718238009219,1.7574211268835138,0.5473019986153613,0.27756614487365766
2019-09-23,0.23947811538080793,0.8951458539298326,1.7556352150726577,0.5659100166961013,0.27811484869348874
2019-09-24,0.2575460709187059,0.892463821603459,1.8253282087257505,0.5874205419976908,0.3098096136348082
2019-09-25,0.2556766746954756,0.8990899598342919,1.8322809701592226,0.5461965783524586,0.3114756597874491
2019-09-26,0.24352037085379508,0.8467519958461932,1.8563047438703575,0.5498463493303345,0.3033014402253265
2019-09-27,0.24524388369108563,0.8550012733564049,1.875407236960815,0.5382039617258693,0.3126040710892837
2019-09-30,0.24714449269537958,0.8196136707896928,1.9184616024458914,0.5256538358679579,0.30307704667806473
2019-10-08,0.2331261756716419,0.8596894664862649,1.9748089197529632,0.47676932357609136,0.28176255120099336
2019-10-09,0.23341130600245474,0.864847396059086,1.9790490801108278,0.4788810688126154,0.2776427956785288
2019-10-10,0.22661195032922643,0.8727183364154796,1.994671581816929,0.46058849185052186,0.26960368589673345
2019-10-11,0.23952994782355397,0.8554453213115945,1.9575445684384953,0.46434076761689436,0.28389288289512166
2019-10-14,0.24907279784804445,0.8627360807714652,1.9267534349936368,0.6365818082663361,0.2775051646754264
2019-10-15,0.2506658867277971,0.8555964546027929,1.9354781452327539,0.6254285280462701,0.27933395689651613
2019-10-16,0.2524605989738524,0.83585782668053,1.942726545777527,0.6327586140976798,0.2841708978524527
2019-10-17,0.2510037774551298,0.8351604414153484,1.9404775695169674,0.6267580510881768,0.2838542259700709
2019-10-18,0.2623551579275317,0.8068088921052116,1.782034994218626,0.6363452417729075,0.2851096317991546
2019-10-21,0.26894669941485283,0.8091621545309382,1.8197357533750664,0.6579994258178969,0.27608208887907904
2019-10-22,0.279937845173169,0.8241082992639652,1.842542126088246,0.6468323312577876,0.27362772726523954
2019-10-23,0.26685756950732276,0.828282232189455,1.8154264378434823,0.6454066565471155,0.2718078357639184
2019-10-24,0.26460330645831887,0.8208589670856393,1.7813584711632557,0.6582796981883665,0.2699514174118113
2019-10-25,0.27747893741669194,0.8351469267311836,1.8157200161161313,0.651113525062422,0.2721395386919433
2019-10-28,0.2626551071105052,0.8420055462941013,1.8059806421759728,0.646799780026083,0.27128982919888245
2019-10-29,0.2627674961384341,0.8239391351967587,1.7957540540860981,0.5703536407242752,0.27162260469311794
2019-10-30,0.2572777114388044,0.856491547476856,1.8086435845226918,0.6135007220097018,0.27268306397159425
2019-10-31,0.25753484193548837,0.8140478247973053,1.8159186432338135,0.6178479383221511,0.2824542301288446
2019-11-01,0.24923893614542816,0.8402277185199438,1.790166133114497,0.5835090461028879,0.2586822668207813
2019-11-04,0.2313042606698701,0.8664600049409783,1.7470690679277396,0.6210791525631585,0.23347798359228567
2019-11-05,0.19730494273239813,0.9216893698481579,1.8567370691406286,0.6113286392328942,0.20559720738389067
2019-11-06,0.16324561024771292,0.7113079923781911,1.8908208837730798,0.659940480270029,0.1941878672267213
2019-11-07,0.15914123698974053,0.7190057464244957,1.8890176241970424,0.6555192218442081,0.1915466749695412
2019-11-08,0.16794099595561418,0.7591272455594972,1.9593893773085962,0.6655495154500348,0.1929683126536918
2019-11-11,0.2233404012754139,0.7258617513975558,1.704184380631704,0.6702465621387038,0.22077032285368411
2019-11-12,0.21536304810346035,0.6762156544337302,1.7120190024485873,0.6595807252352214,0.23281347803743868
2019-11-13,0.22088192919422964,0.6985203700486927,1.7117102491044318,0.6872289510229785,0.22104872929352568
2019-11-14,0.21910652109886364,0.7001916701805226,1.7086983461222653,0.6952558719609777,0.21786528416367235
2019-11-15,0.20100013487267018,0.7015307717496198,1.7864217734326906,0.719484002274511,0.21418470394114486
2019-11-18,0.21304743858839895,0.6804269083116409,1.7749015323874133,0.7767752352060487,0.2259657209790375
2019-11-19,0.2676267680972156,0.7219229361123891,1.6447859010047612,0.8081429109691709,0.19585038269930574
2019-11-20,0.27605694542357023,0.7335583806799935,1.6431957009859004,0.81103814869219,0.18501463787834566
2019-11-21,0.28910195732113914,0.7264725578554193,1.6507733468331447,0.8158465470892613,0.17824331453453365
2019-11-22,0.29356840620264946,0.7173095578415096,1.6514693209268634,0.8768091745690147,0.17557670866570457
2019-11-25,0.3154810794675674,0.7062970240259551,1.6608467360486348,0.8376775931712361,0.19310081503648238
2019-11-26,0.3111680252437504,0.6945977932838647,1.702531161997388,0.9683759577165165,0.18487013680251999
2019-11-27,0.3064047032425921,0.6638128106202975,1.6686658035287105,1.0139262717898136,0.18643726400145835
2019-11-28,0.30872083721560883,0.6980816936673102,1.6663992090707374,0.9936199603482219,0.18644012068293325
2019-11-29,0.3216597824330607,0.697245332860514,1.608504964677687,1.0138509122167743,0.19135805300025
2019-12-02,0.3257034399562673,0.716517270916667,1.6157920106662722,1.004873530882269,0.18975432505510118
2019-12-03,0.33987277649060027,0.7842038653415908,1.623012824543055,1.0897404509679585,0.17822222390857026
2019-12-04,0.34031135448838173,0.7871478274650024,1.6161649821834585,1.0938277941628165,0.17862136560677788
2019-12-05,0.3223980975535834,0.7627763350450945,1.6975520704682188,1.0886620455593659,0.16422903615513124
2019-12-06,0.3117575146656977,0.7326369406667744,1.6245766179537433,1.1199132154616915,0.15815330521684717
2019-12-09,0.31227762878631693,0.7266702848592911,1.4809589785776704,1.1402407477405418,0.14694044079115062
2019-12-10,0.3170729995782458,0.6976185151735363,1.3118286862570945,1.1433543017959087,0.13849757235286017
2019-12-11,0.31786313224933216,0.7076342785614385,1.3192702673355678,1.1572616378729186,0.14380330196970473
2019-12-12,0.33990726018895195,0.6926817382073335,1.2199396423649087,1.1346421419792172,0.158761007671182
2019-12-13,0.36531403939783696,0.6997986470099571,1.1590562193321223,1.1098896463591021,0.1946170948319483
2019-12-16,0.35640281860895584,0.6728388297438486,1.1593268020046494,1.1376947565158146,0.21823608225078867
2019-12-17,0.34838469323555926,0.6680162862237022,1.0817193499137652,1.1364347276167235,0.21983267171344478
2019-12-18,0.3496811931435286,0.6775431374949783,1.0826829188068607,1.1468469921529827,0.2357069949348198
2019-12-19,0.34766549692494053,0.6953015844182763,1.053297930677681,1.1493208237705423,0.23487582844160357
2019-12-20,0.34505537763602834,0.6918036324359224,1.0937926126961741,1.1537355701852778,0.23771031545049953
2019-12-23,0.3479264749781925,0.6479556749957462,1.1417472480311623,1.0801278418997347,0.2551349499322193
2019-12-24,0.3374418358866897,0.6646832243933481,1.1624071692130307,1.0973821210445025,0.26031174957506187
2019-12-25,0.34076414095028834,0.6406451054728238,1.1342480497647438,1.1662508029726304,0.25660455154869777
2019-12-26,0.36887670948136825,0.6644213355086013,1.0473809664596263,1.118439754584957,0.25680334093404833
2019-12-27,0.3682876427756583,0.6524060798279882,1.0403703059461982,1.1289179915518721,0.25635944616161555
2019-12-30,0.3416025131382632,0.6770450957519201,0.9797250356638723,1.0904717345136419,0.2775979650051039
2019-12-31,0.3357593038077051,0.6832825646537917,1.0184679229750213,1.095620750951892,0.28495895981539343
2020-01-02,0.3555385712924036,0.7334734228715092,0.9720932968057955,1.0339379133509452,0.2975509549875528
2020-01-03,0.3615917961626852,0.7296691775668016,0.9174290413399362,1.0717838911432696,0.2938752915650776
2020-01-06,0.3535042605031461,0.7881005345979682,0.9302121367799612,1.0972292634600416,0.2612448580195728
2020-01-07,0.3429434037737572,0.8420245126550592,0.9356719458125137,0.8634938505702072,0.23863831367321803
2020-01-08,0.3771488082540314,0.8137464536299368,0.9509978223433073,0.8880502667786064,0.210442580355898
2020-01-09,0.3625246923169213,0.7925987685435004,1.0256003924391481,0.8779294653063756,0.16657763993802838
2020-01-10,0.3623579806494519,0.7932199243575552,1.022991628048772,0.8789695325422535,0.16747295637779122
2020-01-13,0.36112530206048554,0.8321704807708487,1.1486432621474476,0.8229389458337356,0.13685073985236837
2020-01-14,0.35076381948414515,0.8439533008936255,1.200375019631501,0.819521322986807,0.13709817015739525
2020-01-15,0.3592769230582017,0.8095885309284635,1.1775732778557961,0.8161769599652583,0.14897841363926456
2020-01-16,0.39271840037101047,0.7813658745137899,1.1759496574534383,0.806638691529733,0.15093461489960758
2020-01-17,0.3953236077895367,0.7727431826442146,1.176432492846582,0.8022334933465516,0.1516254496496925
2020-01-20,0.3855180783453477,0.7588494302402904,1.1727889811579988,0.8049059908734731,0.14308256411385992
2020-01-21,0.40611444667731234,0.7983918264184441,1.2623276532638705,0.6462671370760038,0.1533440729318991
2020-01-22,0.40727942204479506,0.8205606858088335,1.3122879283093711,0.7247640997144675,0.14663433304488666
2020-01-23,0.3874193705005417,0.9809397974628354,1.2776128620751952,0.6437534055130549,0.14345488440580528
2020-02-03,0.4203844713889908,0.90977421881917,1.147400085869199,0.8791073319426184,0.34250236455046407
2020-02-04,0.4234092224855691,0.939991597517614,1.22741832808667,0.9346992299502894,0.3403012631398706
2020-02-05,0.4220522519706864,0.93437557849547,1.204611559927645,0.9473720815690085,0.33675919952561845
2020-02-06,0.41259504620282983,0.935881261722618,1.2152960397340933,0.9245830406860319,0.33844916725331714
2020-02-07,0.4159668739900457,0.9333641863071208,1.2059130501733404,0.920214413858869,0.3392060623484479
2020-02-10,0.4155373127508918,0.9248059776417704,1.2140615627000781,0.911738985468901,0.33764673699281067
2020-02-11,0.41465488819501956,0.9185635206642295,1.1963586462010989,0.9065749743171387,0.3366526753790822
2020-02-12,0.40786999789173717,0.9160080553933174,1.1956536629955783,0.9023206137637888,0.3333843365021208
2020-02-13,0.4093672443976964,0.9225094168028696,1.1989678057462527,0.9045424045911566,0.33412168262721864
2020-02-14,0.40951979304646413,0.9195742736704386,1.1895007614586135,0.8991742960282803,0.3336760231911225
2020-02-17,0.4081637715584458,0.9091874915701106,1.2877421427059332,0.8832197762521891,0.3365646301445754
2020-02-18,0.41484430602216243,0.9081443340262121,1.2579552051918574,0.8780408909804964,0.33923446221331743
2020-02-19,0.4134408659133827,0.9096092601121961,1.2658682123470433,0.8603099964427838,0.3361425372974133
2020-02-20,0.40494117307127014,0.891871717899773,1.2438329522072271,0.8509292116129038,0.33635492526481775
2020-02-21,0.40430184727352303,0.8889676823576058,1.2369045320357963,0.8563730398309684,0.3412949238520045
2020-02-24,0.4027778082431999,0.8945696634263146,1.196540539048251,0.8538404720817008,0.3461237512131182
2020-02-25,0.405755714263628,0.900958523636693,1.1670867218239644,0.8399115994981226,0.35140422499449475
2020-02-26,0.3926454659292265,0.899739117563596,1.2536882376954384,0.8571359414534746,0.34000400347113435
2020-02-27,0.39200569691474574,0.9014897695040862,1.256050811922371,0.8515085163051533,0.33934608522350723
2020-02-28,0.3891322591702637,0.9010910468853623,1.232145122527116,0.8219097969052784,0.3251049337370096
2020-03-02,0.3830268749726489,0.8853198276421208,1.3139820423048278,0.8103241963009852,0.331491848037231
2020-03-03,0.3827787425074907,0.8856635101408457,1.3045752161895738,0.7991376986687198,0.3322128711787158
2020-03-04,0.3827234599306713,0.8881281806903232,1.2915871305511926,0.8012766854824793,0.3321284139988448
2020-03-05,0.38499774121775276,0.8828391738840109,1.2597191831304517,0.8041256571395691,0.33654791068151374
2020-03-06,0.3831457124445984,0.8847411601910902,1.2675136945245002,0.797613308172162,0.32933817274738325
2020-03-09,0.37871379705735253,0.9085861405774445,1.1800395004383153,0.7853249743406927,0.2725992389562453
2020-03-10,0.37923137684427377,0.9191506609736462,1.2161081894602535,0.7716614672561616,0.253760398112512
2020-03-11,0.37832227323296386,0.9266387660973956,1.2318734374552578,0.7650949703882394,0.2581159067237857
2020-03-12,0.3747496342446974,0.9294030887954259,1.2355476197472477,0.7699121468653638,0.26671089971959044
2020-03-13,0.3764324048121589,0.9261821739858376,1.2376210448013507,0.7826884304445443,0.27217541825952074
2020-03-16,0.35200739660722413,0.9071450173543114,1.3625313726877597,0.7136460967462368,0.22152504000291606
2020-03-17,0.3467222185320893,0.9087673813554991,1.4045300560233285,0.7115946196209518,0.22153662249702505
2020-03-18,0.34813132179086437,0.8980798103211878,1.4388592460785774,0.6825110727331455,0.22248099258190124
2020-03-19,0.3519307268088737,0.8898026476293084,1.4131930608023051,0.6841471346213119,0.2219397683814755
2020-03-20,0.35823033214960087,0.8898112588670318,1.3865189701955978,0.6917318753889576,0.2265290611780966
2020-03-23,0.3551778316487878,0.8856450514061074,1.3606104158720094,0.6619967869807433,0.22847495753838565
2020-03-24,0.36765927725255404,0.8893455064616028,1.3575255900663283,0.6650446460624722,0.2292867739955184
2020-03-25,0.3657105615391706,0.8738648462381273,1.3575279532610003,0.6602479870726669,0.2269207285199141
2020-03-26,0.3661296705400494,0.8725392584083373,1.3627387314731392,0.6473167235226505,0.22631331804394242
2020-03-27,0.3668939162744417,0.8740965592506811,1.3615786275013226,0.6513200900296636,0.2263265857383314
2020-03-30,0.3643320718675396,0.8690728977576416,1.370267912572892,0.6621943609075718,0.22606893121026161
2020-03-31,0.36229673096376136,0.8732884800495658,1.3686459881171964,0.6709740109936138,0.22495439785811425
2020-04-01,0.36609984484921754,0.880121689483027,1.37468509098482,0.6760463678067175,0.22425529766724417
2020-04-02,0.36552206087257466,0.867091244830638,1.371052461702047,0.6593736226608611,0.2373744435023057
2020-04-03,0.36182605692630593,0.8575996191092199,1.3925615697316136,0.6635126429977309,0.2355673585256835
2020-04-07,0.35709684271865394,0.8609140647033284,1.3729691802677295,0.6631047497771942,0.23736890681602607
2020-04-08,0.3569626156711594,0.8599049971994839,1.3750205000954645,0.6648687376753438,0.23846172452860284
2020-04-09,0.3550558667968714,0.8514446731161849,1.37976863019415,0.6644503977456784,0.24415404654664197
2020-04-10,0.35170171605545264,0.8547916669713767,1.3827979743757708,0.6641698884887746,0.24753275088369242
2020-04-13,0.35360517959179727,0.8571813300516832,1.3758447013084032,0.6566006687428361,0.25499764992510915
2020-04-14,0.35075961153523627,0.8600568394670085,1.3723608948473047,0.6496213483189577,0.2516038525584484
2020-04-15,0.3494999227650281,0.8589970654520279,1.3711302864201171,0.6481632929527023,0.2534489879157323
2020-04-16,0.34967201324347347,0.8578337916891852,1.367271528363965,0.6464122801982608,0.2534041638204909
2020-04-17,0.34971775061624855,0.8595764457980479,1.3705445469518582,0.64421060066573,0.25756064498752573
2020-04-20,0.3480034989953201,0.8639062808981643,1.3744011028177268,0.6435574579190082,0.2587293798795426
2020-04-21,0.3481996661670992,0.8677129917484084,1.3680707343896166,0.6491265250533108,0.2609451439421758
2020-04-22,0.3482108019515241,0.8708313529943884,1.3579489584954956,0.6568979369813777,0.2602529475124834
2020-04-23,0.347587430564836,0.8670437004741522,1.348526033153012,0.6781045085016889,0.2603326610587235
2020-04-24,0.34663921098295747,0.8598187958096952,1.343818188906194,0.6830558459383123,0.2628927771954061
2020-04-27,0.3520494691033402,0.8206393070624118,1.3472019439604765,0.6876084823768871,0.26943237386877805
2020-04-28,0.31465469543559665,0.8093561113606744,1.4795910891984227,0.5311474773719099,0.17510744268997197
2020-04-29,0.31182534939367235,0.7657390151685344,1.4303823013262185,0.5027867584864266,0.1772924883994727
2020-04-30,0.3144361103710813,0.762734944360682,1.4762402726299488,0.4557305023641457,0.1794324137037629
2020-05-06,0.31569698193499074,0.750863359337743,1.4829884096216819,0.4656715534020561,0.17160585374510662
2020-05-07,0.3155546441702438,0.7510540996689556,1.4808629716536643,0.4672588124703392,0.17201500528056018
2020-05-08,0.31482041405891203,0.7596534926261502,1.468931631997183,0.47416406954382495,0.17277907835056788
2020-05-11,0.3127495113499438,0.7629755564464591,1.478786736070521,0.4774690352759333,0.17278961562608885
2020-05-12,0.313768494221964,0.7657631278651733,1.4841669538820792,0.4826919798795656,0.17213551881262515
2020-05-13,0.31229124319544566,0.7618579585330241,1.4811727396991201,0.47988286019008236,0.17143288016647898
2020-05-14,0.31170564267976475,0.7686156623022333,1.497075451714421,0.48959450579455344,0.17232234181582237
2020-05-15,0.31008231455125573,0.7755307617856073,1.4095201948986102,0.4969497328197034,0.1637412587894289
2020-05-18,0.3098737146388121,0.7781037666219823,1.4084382494876784,0.4967344397112021,0.16335407977746266
2020-05-19,0.31046694648523876,0.7812914282479887,1.4051080349157892,0.4916819237979567,0.1641714338119946
2020-05-20,0.31458810943250803,0.783168353978029,1.4215835568128516,0.4887693311859562,0.15977066798167394
2020-05-21,0.315024204787417,0.7848403811535714,1.4250959078279188,0.4869008899093742,0.15948414676595418
2020-05-22,0.31391948014957516,0.7865299442005509,1.427385443164073,0.5053475285177398,0.17455300284134995
2020-05-25,0.31492972803549757,0.7894751866319359,1.4278829225362493,0.5096402573003888,0.17353443851634603
2020-05-26,0.31339385074176046,0.7844959312446806,1.383592880225454,0.4965217535603208,0.17554561551021697
2020-05-27,0.3100204630254212,0.7766422242206422,1.3809701932050273,0.49783889892102795,0.1763882809747696
2020-05-28,0.30580430508209766,0.7628803391855299,1.4460009303799917,0.47518512068873164,0.17512455550987374
