date,ICBC,YILI,ZTE,YUNNAN,SINOPEC,CSI300
2019-01-03,0.0,-0.007217751003580264,-0.0386497671339092,-0.02564346427504811,0.003842463901545039,-0.001583990571113351
2019-01-04,0.009026495845972125,0.008817111600402085,0.020973488924317357,0.01277567313094524,0.00668898815079671,0.02367497102412801
2019-01-07,-0.0038585256875295227,0.00992198163163242,0.039796995854123766,0.018984856435190083,0.010421695462414131,0.006052394681861487
2019-01-08,-0.005167970158442561,-0.0067364451393145,-0.005741152660755103,0.022955848350619278,0.007511772411062185,-0.0021632260156508655
2019-01-09,0.007741974153615459,0.007922469954243878,0.000989681733182064,0.001516960751605236,0.013011335975945369,0.010048760894095994
2019-01-10,-0.0051546505886645375,0.011761824999176839,0.0071187669434333595,-0.00851344874477663,-0.006484506279260936,-0.0018825692380513182
2019-01-11,0.0025806465934914914,0.015861818953136462,0.020665314012618282,0.0010186613973488792,0.006484506279260935,0.00716342177961698
2019-01-14,-0.005167970158442561,-0.01235899877136975,-0.01971996252600467,-0.021136151761842907,-0.00741430643922748,-0.008762648238325736
2019-01-15,0.0038784793285708383,0.03475059376327008,0.023880338337544927,0.03895653918360342,0.004640379556502301,0.01943645276620025
2019-01-16,0.001289490829871692,-0.003760159857070667,-0.013504063457917772,0.023157144586877777,0.00738010729762246,0.00021097586002980133
2019-01-17,0.0012878301844286859,0.002632027996706879,-0.014163054819817696,-0.014175327749409262,-0.0036832454162965163,-0.005522387982267904
2019-01-18,0.019121041446778377,0.014175876252215563,-0.0014237476166079933,0.032133237107195685,0.004601940933369055,0.018074920503838153
2019-01-21,0.007547205635382904,0.012146997165841547,0.049254539058748346,0.00047982087608199015,0.010050335853501286,0.005499076624623633
2019-01-22,-0.007547205635382966,-0.012889192551913344,-0.027571905927364325,-0.014279438485136344,-0.011888571665252489,-0.013373644566519828
2019-01-23,0.006293286975789142,-0.004832562724416985,0.0004646258951684138,0.017518862479309727,0.0,-0.0007224272596064109
2019-01-24,0.0025062669760597587,0.0014910230764543769,-0.0037589318787011584,0.009892532476181761,0.005504601055329203,0.005628738175841233
2019-01-25,0.007481331652288766,0.0033415396479627934,-0.0023340585492601655,-0.016622571071762904,0.004564133892937353,0.008099993050780028
2019-01-28,-0.002487563471801858,-0.008190316860673253,-0.003745862325535688,-0.002778495576066214,0.009968365280891142,-0.00021670003617943419
2019-01-29,0.004968954323187144,0.0033577541362563774,-0.012308406273055376,0.011783817822272056,0.007187811718833616,0.0031954870200165734
2019-01-30,0.0012383902511466224,-0.007472986281362961,-0.012942784637253853,-0.015417535428829217,0.0017889092427244146,-0.008012679511130574
2019-01-31,0.014742281737203431,0.002996940154384964,0.019097770835218866,0.0003632938683658844,0.011550550451203165,0.010408077491840053
2019-02-01,-0.0012202564052293744,0.013378748383291379,0.014132472578645224,0.03843988236611414,0.0017652255245691492,0.014194621052603537
2019-02-11,-0.0012217472503223644,0.026232208677381536,0.021251773809043008,0.02695505253465712,-0.005305052229693229,0.018026478882587203
2019-02-12,0.0012217472503222913,-0.0028803810994288232,0.008619088514591828,0.020807260100734422,-0.0008869180182278928,0.0071932458289255905
2019-02-13,0.007299302481611535,0.01147703624233309,0.08220792436690139,0.004445491644934572,0.019332763808979355,0.019827119578815833
2019-02-14,-0.007299302481611608,0.01696497797121121,-0.004201215229587983,-0.009468855853618117,-0.0017421607193849257,0.0015031249291077603
2019-02-15,-0.018484814674103102,-0.01982564184742335,0.00627925430919269,-0.021483285146901242,-0.010517187213867692,-0.018823135724961238
2019-02-18,0.012361096823574147,0.014202567597861563,0.04639661646673711,0.027512000002303333,0.01660151715254186,0.03155717579704081
2019-02-19,-0.004926118336056001,-0.013844536763604526,-0.003206452291441118,-0.017957757070770623,-0.0017346058122083075,-0.001780592597210491
2019-02-20,0.0,0.0042814507214262495,-0.0023886093120639817,0.0015866698007741544,0.0017346058122083715,0.0035754020507433077
2019-02-21,-0.0012353306079927434,-0.0017788176794713804,0.05107098613708244,-0.010336481349042078,-0.003472225710749092,-0.0026745429771607636
2019-02-22,-0.0012368585373962473,0.0,0.09176819298871206,0.002851463543236363,0.0017376198985406563,0.022236127999249938
2019-02-25,0.0447745688360784,0.035376526316048415,0.08216675265221912,0.021628169807326948,0.02061928720273561,0.05777373381153839
2019-02-26,-0.01670683250172556,-0.00829660879537244,-0.013184512733583622,0.016465185859128255,-0.007682496172016282,-0.012082416477338733
2019-02-27,0.005998818229253223,0.012414475237506727,-0.014668845520270325,-0.016020436671803535,0.005128216366919529,-0.001711240822422538
2019-03-01,0.0131817367020645,0.025693012019837373,-0.002267320426653658,0.016239204523524897,0.00766940273946349,0.02165851845310052
2019-03-04,0.0011897681355887508,0.005255425171449511,0.0186819706405505,0.026715576518713275,0.003389833754511524,0.011768724913293477
2019-03-05,-0.004767589483472898,-0.007567405833853163,0.04190450099033763,-0.00021300010730530817,-0.002541297428672644,0.005758145555776511
2019-03-06,0.0035778213478841235,-0.013961985736495123,-0.010787183710683958,-0.010732193387963388,0.004231914906580157,0.008371547175655868
2019-03-07,-0.01197619104671565,-0.026803942728364456,-0.028256994337945623,-0.023798830592740277,-0.005080451232419064,-0.010249614997104752
2019-03-08,-0.02069459124283298,-0.006214106057950291,-0.03862425508119357,-0.03416771643323665,-0.02579678733202019,-0.04052557976931822
2019-03-11,0.0024570036930520837,0.01579280543877503,0.038624255081193506,0.014416171992540864,0.0017406444777838966,0.019593102203228616
2019-03-12,0.0012262417232442935,0.0027254032815322397,0.021733161676161322,-0.0031599161540722437,0.012959144642505116,0.006786661186856559
2019-03-13,-0.004914014802429152,-0.017825308037216325,-0.07804611950445926,0.007206270764543497,-0.01035384573074199,-0.008332111405510772
2019-03-14,-0.0024660924951934427,-0.0017283342730779788,-0.014594621622393101,0.0021319252888773233,0.004327137863881489,-0.006924750278194517
2019-03-15,0.0024660924951934683,0.009309174181745195,0.004445149041000879,-0.0056161733591159856,0.0017256259674696358,0.012499658949294532
2019-03-18,0.008583743691391435,0.065423970349123,0.02717824332830378,0.042126612145013925,0.012848142477849059,0.028103303287160222
2019-03-19,0.0,-0.01653287915121098,-0.005295193248907926,-0.01776254216498158,-0.0008514261902175128,-0.004629378878897755
2019-03-20,-0.004895970612206586,-0.002945617510780321,-0.0016860825576283593,-0.005615743687956819,-0.005980368101485834,0.00038594936197661623
2019-03-21,-0.002457003693052103,-0.010873907794710529,-0.0026626401455145205,0.0037493659916163105,0.0017123291855122972,0.00037798166065925213
2019-03-22,-0.001230769386132846,0.009564490526342255,-0.023002038417235603,-0.0011056103208863827,-0.003427595472267372,-0.0008056642015624652
2019-03-25,-0.014888612493750524,-0.02492479104052867,0.0037704275919944624,-0.032259058760813294,-0.01819019406005781,-0.0240144686448772
2019-03-26,-0.002503130218118477,0.00603847970745675,-0.041787248715233864,-0.006516331243532222,-0.014084739881738972,-0.011390278278242095
2019-03-27,0.007490671729157438,0.028034524712391637,-0.016484795520705232,0.014337909270403359,0.002656044058116432,0.011539886492012022
2019-03-28,-0.007490671729157402,0.003242855468198731,0.09211174299869876,-0.007367210410416019,-0.008881053043960481,-0.0040124307859506474
2019-03-29,0.014925650216675574,0.025922646473836446,-0.00463415154659165,0.02606154703917889,0.011530061215537415,0.037879788271755865
2019-04-01,0.009828088936262693,0.02063426190647116,0.026153795319374167,0.021929730119450253,0.011398632841673391,0.02589655400365487
2019-04-02,0.0024420036555515873,-0.01433584240247762,-0.003244464352155455,-0.009261591000702405,-0.0034934533345600885,-0.0006645505340715587
2019-04-03,0.004866189651172906,0.0006241747891999057,-0.0016137645172059547,-0.011009845429637179,0.005235614053945164,0.01272809281638654
2019-04-04,0.014458083175229917,0.014021512951293355,0.004215126123904087,-0.008783313421410435,0.0078023802841848,0.009913012146137885
2019-04-08,0.0011954574047737313,-0.014335734078266507,-0.024191698876197393,0.007567500334901596,0.011163705464776755,-0.0012316091543096263
2019-04-09,-0.005991629668266636,0.0720296957222033,0.03126775251392208,0.05864386614842824,-0.0077154261858609595,0.004475787843800844
2019-04-10,-0.003612285685913772,0.014207344945549807,0.040799391508255595,0.031887569512853764,-0.006908490343811673,0.002553522403825479
2019-04-11,-0.002415460111603662,-0.03426393096480978,-0.034749381014982414,-0.03387697355096587,-0.007829531079704782,-0.02184060696850315
2019-04-12,0.0,-0.009576463636636374,-0.00413552362900056,-0.008623834440636573,-0.0008737440485967723,-0.002243871618400822
2019-04-15,0.010823918061010294,0.0,0.007645838773745252,-0.008805188216429213,-0.000874508144932509,-0.0032897492546605377
2019-04-16,0.02247285585205879,0.025828295843788936,0.09239908569019359,0.010601387427975945,0.009577783273234247,0.027359542906838775
2019-04-17,0.0011689072049819618,-0.002641308390538445,0.015214693229158763,0.01090657757982223,-0.0017346058122083075,0.00035482557025077067
2019-04-18,-0.008211189830394828,0.0017643675930999045,0.0002840319445788457,-0.01185400701749314,-0.003478264376324697,-0.0037160002169135185
2019-04-19,0.004700361180331614,0.008759263125004664,0.06614015203262102,-0.0012704956934262803,0.0017406444777838966,0.011847285233664148
2019-04-22,-0.01774144700959593,-0.004662599063425967,0.007192003699349726,0.019671548239064956,0.006932436775644896,-0.023324758471727696
2019-04-23,-0.0023894873973815786,-0.014717496273297388,-0.03312552002726791,-0.010625987878877695,-0.005194816877104023,-0.001640848537484885
2019-04-24,0.0,0.007682580338411107,-0.014053040247822566,0.012491183590775045,-0.006968669316093316,0.002753104570320159
2019-04-25,-0.01082391806101028,-0.008569666689449671,-0.03877219811774307,-0.02725930427868629,-0.010544913176614887,-0.022146162627902005
2019-04-26,-0.0024213086890102274,-0.013443436483593222,0.014909754366287064,-0.0344915513909879,-0.007982304024685008,-0.013421066236018436
2019-04-29,0.012048338516174355,0.022307726303089526,-0.009152279685212929,0.014633536241350168,0.0,0.0028396855890284833
2019-04-30,0.0011968882338461726,0.007325323352806664,-0.049994064776262635,0.010249017881959435,0.0026678539611924477,0.0032968441106726826
2019-05-06,-0.012033839563723565,-0.029633049655896145,-0.10183142006940281,-0.07218964228576966,-0.0279171664490345,-0.060190609487057345
2019-05-07,-0.007290433262679344,0.016406938962624625,0.002327098954511642,0.024157991994838906,0.0009128252573596817,0.009736360030371979
2019-05-08,-0.008573230710487989,-0.012206988732443694,-0.003992634296545253,-0.0014616415459648936,-0.008245580386751545,-0.01440443523113488
2019-05-09,-0.009888832129247198,-0.029176256582154687,-0.01994419755681303,-0.053382287953328084,-0.0036866401202187405,-0.01864881570707284
2019-05-10,0.012345835822299362,0.03276519255036422,0.08437211864089492,0.007351211165736364,0.009191241175547862,0.03567836115421021
2019-05-13,-0.009864444970913966,0.004167432169440339,-0.02121457363425517,-0.010805651372518002,-0.0073462222019785904,-0.016683316679156582
2019-05-14,-0.002481390851385398,-0.011358230974874003,-0.008385586552132212,-0.005021252992469906,-0.000922083974968425,-0.006448036254104657
2019-05-15,0.00619197024792098,0.029911866846150992,0.01794287426375624,0.015709080955958514,0.004601940933369055,0.022230251436693806
2019-05-29,-0.0024390255993589696,-0.012879639863100374,-0.004640261891939153,-0.012714520050389708,-0.003659656417530287,-0.0022763931604050983
2019-05-30,0.0024390255993590104,0.004210056772532063,-0.026187528027089877,-0.005158076895754383,0.006395636236405244,-0.006223078252227522
2019-05-31,-0.007334996211565584,-0.001500362834243717,0.012831822275931166,-0.009784073415971662,-0.0045641338929374225,-0.003133009575553198
2019-06-03,0.010982416668608927,0.017286239196243565,0.05013354527878353,0.012426258714644527,0.0018281540740626235,0.0006114186755788103
2019-06-04,0.003634165114219448,-0.008902270719075305,0.006689968062124474,-0.007947592006019837,-0.0018281540740625898,-0.009277458915253807
2019-06-05,0.003621005766952362,-0.005085302905830675,0.04923735458152233,-0.018903003940204624,0.006383970609923313,-0.0003780098383157753
2019-06-06,-0.003621005766952405,-0.003599845193793295,-0.07235251438491981,-0.002098235040737444,0.0,-0.009056457019030972
2019-06-10,0.006027745797517466,0.02024353920361348,0.039479292976876655,0.01275357535876572,0.007246408520767253,0.01283844922096306
2019-06-11,0.0012012013456341492,0.050297768020791084,0.018571098311622233,0.02846899573442982,0.0018034269991507267,0.029617363677468235
2019-06-12,-0.003607941376199054,-0.019244875081551805,-0.004616443650954235,-0.0037954953554768917,-0.004514680354526583,-0.0076055845554518706
2019-06-13,-0.003621005766952405,-0.005443936257535635,-0.0077258892207661715,0.00474048272753293,-0.0009053871148126789,-0.0015481621043288184
2019-06-14,0.001208459361568327,0.006302056470852631,-0.02960138873585079,-0.003081059193834835,-0.005449604767564591,-0.008313093579849114
